UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2016,36,4391298,2203676,2187622,1678085,1613903,294486,321078,31222,28844,146820,167166,7079,6388,45984,50243,1717746,1657161,311137,340821,48350,46976,164933,186720,12238,11787,1725198,1749606,1255319,1229070,273009,298387,15805,16160,142102,162671,4887,4746,34076,38572,1284441,1262013,284600,312861,27170,28859,157151,179230,8962,9072,478478,438016,422766,384833,21477,22691,15417,12684,4718,4495,2192,1642,11908,11671,433305,395148,26537,27960,21180,18117,7782,7490,3276,2715
R,7,2016,37,4119501,2056987,2062514,1568705,1522164,271865,301480,28734,26641,139160,159786,6246,5806,42277,46637,1605113,1562236,287089,319555,44411,43620,155823,178026,11033,10750,1620441,1652171,1182223,1161948,252441,280105,14879,14736,134939,155586,4357,4239,31602,35557,1209169,1192287,263110,293122,25337,26519,148987,171042,8134,8205,436546,410343,386482,360216,19424,21375,13855,11905,4221,4200,1889,1567,10675,11080,395944,369949,23979,26433,19074,17101,6836,6984,2899,2545
R,7,2016,38,4037984,2013672,2024312,1542096,1500829,261872,291092,27965,26496,134997,155321,6048,5548,40694,45026,1576989,1539340,276256,308354,43274,43271,151270,172977,10429,10228,1580283,1615094,1157399,1140560,243140,270499,14349,14646,130843,151058,4312,4086,30240,34245,1183017,1169592,253175,282868,24552,26303,144457,166051,7760,7856,433389,409218,384697,360269,18732,20593,13616,11850,4154,4263,1736,1462,10454,10781,393972,369748,23081,25486,18722,16968,6813,6926,2669,2372
R,7,2016,39,3995467,1986497,2008970,1521727,1489212,257157,288693,28005,26183,134429,155692,5942,5581,39237,43609,1555487,1526390,270892,305161,43036,42659,149915,172883,10261,10263,1560281,1600340,1143267,1128393,239024,268338,14558,14812,130154,151544,4183,4054,29095,33199,1168008,1156449,248430,280157,24676,26337,143094,166038,7567,7779,426216,408630,378460,360819,18133,20355,13447,11371,4275,4148,1759,1527,10142,10410,387479,369941,22462,25004,18360,16322,6821,6845,2694,2484
R,7,2016,40,3877545,1928431,1949114,1474960,1445368,247394,277284,27019,25297,135854,155043,5519,5290,37685,40832,1507364,1480100,260185,292492,41565,40969,150969,171226,9710,9606,1510455,1546869,1102943,1089335,229874,257534,13887,13977,131805,150961,3965,3880,27981,31182,1126721,1115610,238554,268444,23668,25016,144555,164676,7275,7355,417976,402245,372017,356033,17520,19750,13132,11320,4049,4082,1554,1410,9704,9650,380643,364490,21631,24048,17897,15953,6414,6550,2435,2251
R,7,2016,41,3994791,1990267,2004524,1526753,1491017,253974,284077,27040,25744,140913,159023,5677,5108,35910,39555,1557298,1524607,266042,298474,41171,41026,155331,174846,9732,9219,1568191,1599776,1149066,1130841,237037,265278,13924,14362,136911,155077,4117,3787,27136,30431,1171876,1156409,245519,275608,23580,25173,149233,168666,7392,7105,422076,404748,377687,360176,16937,18799,13116,11382,4002,3946,1560,1321,8774,9124,385422,368198,20523,22866,17591,15853,6098,6180,2340,2114
R,7,2016,42,3869162,1919624,1949538,1473162,1450695,243310,275192,26265,24783,137750,156144,5093,5007,34044,37717,1502107,1482508,254648,288873,39849,39634,151387,171160,8938,9027,1518150,1558454,1113010,1101673,227737,257296,13602,14021,134156,152435,3722,3721,25923,29308,1134814,1126117,235694,267311,23040,24729,145868,165381,6848,6973,401474,391084,360152,349022,15573,17896,12663,10762,3594,3709,1371,1286,8121,8409,367293,356391,18954,21562,16809,14905,5519,5779,2090,2054
R,7,2016,43,3926979,1942097,1984882,1489528,1476439,250040,283633,25899,25131,137908,157502,5036,4933,33686,37244,1518073,1507813,260945,297023,39576,40058,151452,172313,8789,8859,1548194,1597425,1135828,1130491,234851,266119,13708,14358,134333,153708,3704,3709,25770,29040,1157419,1154671,242499,275930,23311,25275,146047,166484,6743,6906,393903,387457,353700,345948,15189,17514,12191,10773,3575,3794,1332,1224,7916,8204,360654,353142,18446,21093,16265,14783,5405,5829,2046,1953
R,7,2016,44,4102034,2031387,2070647,1570324,1553338,258887,292855,26377,25106,137269,157202,4995,4896,33535,37250,1598618,1584707,269568,305923,40455,40565,150507,171735,8780,8862,1641270,1687349,1219687,1210711,244022,275707,14257,14593,133657,153559,3673,3650,25974,29129,1241326,1234967,251696,285237,24418,25991,145099,166192,6750,6899,390117,383298,350637,342627,14865,17148,12120,10513,3612,3643,1322,1246,7561,8121,357292,349740,17872,20686,16037,14574,5408,5543,2030,1963
R,7,2016,45,4334237,2145147,2189090,1676447,1660459,268269,305856,26761,26006,134309,153593,4996,4955,34365,38221,1705526,1692636,279128,319124,41503,42213,147663,168166,8977,9203,1758004,1807875,1328409,1320130,253558,288678,14873,15226,130674,149951,3665,3715,26825,30175,1350875,1345266,261334,298480,25696,27441,142236,162548,6909,7229,387143,381215,348038,340329,14711,17178,11888,10780,3635,3642,1331,1240,7540,8046,354651,347370,17794,20644,15807,14772,5427,5618,2068,1974
R,7,2016,46,4386612,2179424,2207188,1707759,1682599,270952,302751,26855,25777,134879,153877,5147,5070,33832,37114,1736327,1713638,281583,315496,41544,41862,147763,168039,9182,9294,1790099,1832017,1357953,1347071,256037,286239,14702,15446,131279,150169,3834,3862,26294,29230,1379880,1371263,263639,295650,25474,27511,142381,162342,7173,7354,389325,375171,349806,335528,14915,16512,12153,10331,3600,3708,1313,1208,7538,7884,356447,342375,17944,19846,16070,14351,5382,5697,2009,1940
R,7,2016,47,4156899,2061263,2095636,1622482,1606583,250595,281231,25411,24405,126887,144526,4680,4680,31208,34211,1648889,1635241,260002,292592,39441,39757,138712,157365,8276,8477,1698857,1744804,1296311,1292814,236839,265755,14365,14652,123640,141106,3511,3525,24191,26952,1316567,1315159,243402,273991,24697,26265,133864,152244,6472,6670,362406,350832,326171,313769,13756,15476,11046,9753,3247,3420,1169,1155,7017,7259,332322,320082,16600,18601,14744,13492,4848,5121,1804,1807
R,7,2016,48,4068511,2015033,2053478,1584685,1571880,251515,282802,24657,23855,120317,137945,4550,4471,29309,32525,1609275,1598888,260276,293558,38162,38669,131350,150024,7957,8360,1662139,1711416,1267282,1265428,237692,267667,13873,14615,117222,134767,3380,3370,22690,25569,1286044,1286380,243788,275430,23909,25908,126733,145198,6214,6619,352894,342062,317403,306452,13823,15135,10784,9240,3095,3178,1170,1101,6619,6956,323231,312508,16488,18128,14253,12761,4617,4826,1743,1741
R,7,2016,49,4070843,2009695,2061148,1592154,1591200,249225,282757,23996,23816,111350,127361,4554,4434,28416,31580,1616005,1617441,257626,293456,37391,38504,121809,138593,7946,8102,1672066,1731192,1288046,1295824,236199,267947,13958,14905,108314,124320,3410,3346,22139,24850,1306374,1316199,242045,275698,23996,26133,117350,134015,6274,6432,337629,329956,304108,295376,13026,14810,10038,8911,3036,3041,1144,1088,6277,6730,309631,301242,15581,17758,13395,12371,4459,4578,1672,1670
R,7,2016,50,4143762,2046303,2097459,1617539,1616910,258924,292232,24483,24144,112660,128431,4455,4412,28242,31330,1640964,1642856,267316,302512,38118,39162,122814,139570,7896,8101,1712042,1772471,1316819,1326062,245581,277642,14426,15340,109778,125331,3390,3412,22048,24684,1334822,1346246,251404,285039,24832,26958,118512,134896,6279,6492,334261,324988,300720,290848,13343,14590,10057,8804,2882,3100,1065,1000,6194,6646,306142,296610,15912,17473,13286,12204,4302,4674,1617,1609
R,7,2016,51,4388152,2164242,2223910,1719001,1725601,271527,305736,25440,25357,114460,130220,4705,4692,29109,32304,1743263,1752282,279886,316246,39713,41144,124933,141417,8249,8518,1828721,1896344,1416905,1432158,258393,291082,15429,16599,111529,127180,3641,3671,22824,25654,1435647,1453075,264219,298725,26280,28983,120633,136823,6606,6881,335521,327566,302096,293443,13134,14654,10011,8758,2931,3040,1064,1021,6285,6650,307616,299207,15667,17521,13433,12161,4300,4594,1643,1637
R,7,2016,52,4465016,2192596,2272420,1751740,1774044,268029,304164,25176,25366,114160,132211,4436,4549,29055,32086,1775895,1800516,276236,314071,39816,41509,124444,143385,8009,8377,1874120,1955303,1465219,1490092,255336,289838,15648,16664,111445,129378,3447,3565,23025,25766,1484115,1511041,261108,297082,27050,29586,120370,139068,6446,6792,318476,317117,286521,283952,12693,14326,9528,8702,2715,2833,989,984,6030,6320,291780,289475,15128,16989,12766,11923,4074,4317,1563,1585
R,7,2016,53,4458155,2184003,2274152,1749091,1782768,263427,299586,24680,24941,113989,130733,4250,4436,28566,31688,1772872,1808772,271235,309476,39136,41142,124139,141487,7654,8175,1882496,1970469,1477541,1510902,251605,286122,15642,16590,111355,127865,3327,3522,23026,25468,1496500,1531535,257156,293359,27106,29565,120266,137165,6257,6676,301507,303683,271550,271866,11822,13464,9038,8351,2634,2868,923,914,5540,6220,276372,277237,14079,16117,12030,11577,3873,4322,1397,1499
R,7,2016,54,4445513,2174252,2271261,1754697,1795052,258997,296151,23984,24771,104226,119710,4357,4434,27991,31143,1778082,1820577,266464,305841,38294,40995,114136,130153,7782,8138,1885443,1979539,1494430,1533647,247725,283481,15419,16671,101778,117007,3487,3523,22604,25210,1513125,1554080,253054,290612,26848,29819,110437,126059,6393,6634,288809,291722,260267,261405,11272,12670,8565,8100,2448,2703,870,911,5387,5933,264957,266497,13410,15229,11446,11176,3699,4094,1389,1504
R,7,2016,55,4496118,2192948,2303170,1778528,1828231,258065,297146,23409,24647,100987,118464,4173,4269,27786,30413,1801650,1853157,265415,306288,37896,40882,110761,128592,7508,7870,1917605,2021645,1530504,1575830,247418,284684,15241,17083,98555,115845,3328,3443,22559,24760,1549048,1595879,252692,291504,26886,30307,107116,124627,6151,6471,275343,281525,248024,252401,10647,12462,8168,7564,2432,2619,845,826,5227,5653,252602,257278,12723,14784,11010,10575,3645,3965,1357,1399
R,7,2016,56,4530463,2213194,2317269,1787647,1831130,264280,302822,23762,24742,105690,123798,4186,4294,27629,30483,1810753,1855975,271507,312235,38159,40917,115405,133902,7489,7895,1936902,2036825,1538790,1579828,253399,290387,15566,17179,103309,121203,3342,3468,22496,24760,1557401,1599733,258585,297392,27191,30360,111877,129927,6144,6510,276292,280444,248857,251302,10881,12435,8196,7563,2381,2595,844,826,5133,5723,253352,256242,12922,14843,10968,10557,3528,3975,1345,1385
R,7,2016,57,4374979,2127212,2247767,1727730,1786386,249836,289845,21809,23229,98064,115899,3851,3928,25922,28480,1749295,1809820,256573,298322,35627,38764,107077,125139,6818,7152,1877448,1989732,1502734,1554956,239942,278406,14530,16219,95883,113519,3111,3208,21248,23424,1520271,1574031,244813,284727,25796,29082,103804,121607,5632,5979,249764,258035,224996,231430,9894,11439,7279,7010,2181,2380,740,720,4674,5056,229024,235789,11760,13595,9831,9682,3273,3532,1186,1173
R,7,2016,58,4345179,2107197,2237982,1718041,1787546,241439,280441,21006,22527,97955,116013,3623,3817,25133,27638,1738924,1810141,247931,288757,34534,37742,106615,124926,6519,6883,1873279,1992181,1507447,1566870,231921,269571,14260,16046,95953,113868,2936,3088,20762,22738,1524536,1585272,236672,275791,25421,28628,103645,121640,5390,5713,233918,245801,210594,220676,9518,10870,6746,6481,2002,2145,687,729,4371,4900,214388,224869,11259,12966,9113,9114,2970,3286,1129,1170
R,7,2016,59,4292707,2073683,2219024,1695693,1774990,235632,278924,20679,21863,93976,112901,3557,3579,24146,26767,1715697,1796954,241954,286846,33949,37089,102088,121076,6298,6635,1849654,1980815,1494125,1560948,226551,268460,13953,15564,92053,110833,2916,2896,20056,22114,1510574,1578872,231232,274423,24952,28299,99292,117940,5287,5508,224029,238209,201568,214042,9081,10464,6726,6299,1923,2068,641,683,4090,4653,205123,218082,10722,12423,8997,8790,2796,3136,1011,1127
R,7,2016,60,4134535,1989797,2144738,1628151,1715273,223602,267093,19386,21079,92458,112163,3252,3468,22948,25662,1647256,1736235,229503,274662,31939,35698,100093,120138,5920,6314,1777802,1916869,1437474,1510406,215016,257154,13086,15250,90607,110028,2656,2877,18963,21154,1453107,1527495,219288,262815,23435,27474,97382,116950,4952,5287,211995,227869,190677,204867,8586,9939,6300,5829,1851,2135,596,591,3985,4508,194149,208740,10215,11847,8504,8224,2711,3188,968,1027
R,7,2016,61,4094343,1966601,2127742,1615007,1708600,216544,259338,18703,20038,91041,111974,3139,3378,22167,24414,1633292,1728479,222245,266532,31035,33808,98401,119629,5739,6189,1762714,1906825,1430935,1509051,208321,250149,12971,14560,89304,110026,2593,2783,18590,20256,1446124,1525298,212562,255589,23353,26123,95884,116746,4849,5212,203887,220917,184072,199549,8223,9189,5732,5478,1737,1948,546,595,3577,4158,187168,203181,9683,10943,7682,7685,2517,2883,890,977
R,7,2016,62,3921885,1872740,2049145,1547843,1655100,199495,244549,17131,18715,85027,104913,2889,3118,20355,22750,1564828,1673603,204648,251239,28739,31940,91579,111703,5104,5740,1688294,1845422,1381139,1470856,191948,236168,12070,13780,83550,103111,2417,2568,17170,18939,1395345,1486063,195762,241212,21952,24952,89406,109092,4364,4847,184446,203723,166704,184244,7547,8381,5061,4935,1477,1802,472,550,3185,3811,169483,187540,8886,10027,6787,6988,2173,2611,740,893
R,7,2016,63,3767871,1794464,1973407,1490678,1602319,184761,228797,16018,17464,81257,100392,2751,2890,18999,21545,1506454,1619937,189408,234997,26823,30043,87451,106896,4902,5347,1623518,1783152,1336058,1430003,177976,220885,11335,12976,79776,98781,2311,2412,16062,18095,1349282,1444605,181427,225637,20541,23700,85320,104490,4189,4557,170946,190255,154620,172316,6785,7912,4683,4488,1481,1611,440,478,2937,3450,157172,175332,7981,9360,6282,6343,2131,2406,713,790
R,7,2016,64,3615777,1719470,1896307,1435829,1544867,172424,217090,14612,16363,76479,95526,2571,2754,17555,19707,1450360,1560999,176793,222703,24791,28079,82041,101288,4647,5011,1561868,1719480,1292877,1384767,166271,209656,10502,12176,75151,94002,2178,2318,14889,16561,1305093,1398147,169571,213924,19181,22227,80140,99075,3980,4269,157602,176827,142952,160100,6153,7434,4110,4187,1328,1524,393,436,2666,3146,145267,162852,7222,8779,5610,5852,1901,2213,667,742
R,7,2016,65,3499122,1656546,1842576,1382486,1498459,168167,214446,14157,15715,72729,92529,2348,2541,16659,18886,1396303,1513847,172298,220028,24001,27032,77843,97907,4264,4687,1505305,1671757,1245123,1343876,162249,207285,10289,11627,71506,90997,2013,2143,14125,15829,1256728,1356587,165349,211553,18727,21323,76078,95683,3709,3994,151241,170819,137363,154583,5918,7161,3868,4088,1223,1532,335,398,2534,3057,139575,157260,6949,8475,5274,5709,1765,2224,555,693
R,7,2016,66,3411473,1614571,1796902,1343669,1458031,162293,207292,13775,15026,76316,95839,2392,2520,16126,18194,1356999,1472765,166336,212643,23385,25767,81216,101224,4262,4662,1470747,1630658,1213081,1307323,156593,200133,10132,11349,75182,94409,2010,2140,13749,15304,1224365,1319565,159678,204223,18374,20575,79559,99109,3681,4011,143824,166244,130588,150708,5700,7159,3643,3677,1134,1430,382,380,2377,2890,132634,153200,6658,8420,5011,5192,1657,2115,581,651
R,7,2016,67,3302599,1558391,1744208,1309874,1430447,148553,192131,12869,14019,69987,88151,2267,2407,14841,17053,1322196,1444438,152121,197014,21775,24375,74471,92890,4006,4316,1426829,1591315,1190228,1291420,143508,185781,9523,10638,68914,86930,1929,2041,12727,14505,1200723,1303216,146213,189553,17279,19664,72910,91097,3450,3707,131562,152893,119646,139027,5045,6350,3346,3381,1073,1221,338,366,2114,2548,121473,141222,5908,7461,4496,4711,1561,1793,556,609
R,7,2016,68,3258478,1535782,1722696,1302027,1426306,139193,181405,11995,13278,66367,83045,2037,2210,14163,16452,1313815,1439859,142647,185983,20562,23249,70522,87647,3668,4088,1410533,1576083,1187955,1292806,134394,175499,8978,10123,65376,81836,1728,1874,12102,13945,1197927,1304152,137056,179029,16391,18776,69073,85885,3188,3524,125249,146613,114072,133500,4799,5906,3017,3155,991,1209,309,336,2061,2507,115888,135707,5591,6954,4171,4473,1449,1762,480,564
R,7,2016,69,3384725,1593724,1791001,1373921,1510953,130237,170857,12015,12941,61422,77865,1936,1966,14193,16419,1385824,1524620,133602,175409,20852,23182,65350,82241,3557,3720,1476112,1651174,1266639,1383353,125919,165357,9113,10006,60531,76720,1661,1667,12249,14071,1276860,1394949,128528,168934,16907,18976,63975,80587,3083,3230,117612,139827,107282,127600,4318,5500,2902,2935,891,1145,275,299,1944,2348,108964,129671,5074,6475,3945,4206,1375,1654,474,490
R,7,2016,70,2491455,1164076,1327379,987100,1099226,102520,137600,9074,10231,52830,65816,1778,1801,10774,12705,996113,1109706,105105,141081,15465,17706,56082,69543,3081,3316,1063332,1204622,895181,987358,98616,132490,6689,7719,52089,64853,1534,1549,9223,10653,902864,996049,100554,135115,12245,14101,54994,68113,2677,2895,100744,122757,91919,111868,3904,5110,2385,2512,741,963,244,252,1551,2052,93249,113657,4551,5966,3220,3605,1088,1430,404,421
R,7,2016,71,2448943,1137628,1311315,966581,1087854,99848,136024,8618,9882,50593,63631,1545,1723,10443,12201,975319,1097941,102306,139359,14865,17105,53659,67152,2882,3186,1042516,1195378,879657,981781,96341,131442,6448,7569,49825,62731,1322,1474,8923,10381,887046,990287,98200,133988,11869,13855,52559,65828,2508,2770,95112,115937,86924,106073,3507,4582,2170,2313,768,900,223,249,1520,1820,88273,107654,4106,5371,2996,3250,1100,1324,374,416
R,7,2016,72,2374121,1096329,1277792,938811,1070667,91901,126339,7978,9193,46725,58479,1446,1519,9468,11595,946756,1080244,94069,129558,13649,16234,49504,61649,2640,2922,1011126,1170180,860831,972101,88648,122227,6038,7038,46132,57628,1261,1308,8216,9878,867672,980198,90336,124733,11059,13166,48618,60417,2330,2555,85203,107612,77980,98566,3253,4112,1940,2155,593,851,185,211,1252,1717,79084,100046,3733,4825,2590,3068,886,1232,310,367
R,7,2016,73,2416930,1110990,1305940,961747,1106798,87838,124248,7435,8707,43618,53576,1256,1396,9096,11215,969424,1116149,89930,127283,13047,15605,46119,56567,2347,2675,1031525,1202886,888912,1012699,84841,119987,5777,6675,43010,52808,1104,1186,7881,9531,895565,1020592,86430,122272,10768,12724,45215,55412,2060,2329,79465,103054,72835,94099,2997,4261,1658,2032,608,768,152,210,1215,1684,73859,95557,3500,5011,2279,2881,904,1155,287,346
R,7,2016,74,2095583,955577,1140006,821113,958982,77671,110557,6654,7718,41005,51738,1096,1290,8038,9721,827807,967073,79555,113133,11580,13674,43315,54392,2041,2368,884428,1047722,755813,874277,75010,107081,5179,5914,40496,51036,946,1070,6984,8344,761596,881158,76483,109081,9547,11139,42556,53382,1780,2043,71149,92284,65300,84705,2661,3476,1475,1804,509,702,150,220,1054,1377,66211,85915,3072,4052,2033,2535,759,1010,261,325
R,7,2016,75,1903412,858441,1044971,735802,876180,70437,103978,6051,7124,37912,47530,1032,1119,7207,9040,741853,883671,72063,106410,10417,12588,40041,50093,1905,2196,792828,958141,675535,796391,68024,100647,4685,5566,37446,46881,907,945,6231,7711,680739,802739,69258,102519,8537,10333,39342,49126,1683,1897,65613,86830,60267,79789,2413,3331,1366,1558,466,649,125,174,976,1329,61114,80932,2805,3891,1880,2255,699,967,222,299
R,7,2016,76,1787470,801187,986283,684066,824653,66885,99620,5716,6757,36738,45586,980,1176,6802,8491,689750,831698,68440,101937,9724,11841,38855,47960,1799,2158,738583,902500,626592,747767,64610,96335,4371,5236,36257,44967,835,958,5918,7237,631525,753716,65807,98113,7903,9659,38158,47059,1573,1825,62604,83783,57474,76886,2275,3285,1345,1521,481,619,145,218,884,1254,58225,77982,2633,3824,1821,2182,697,901,226,333
R,7,2016,77,1667687,745480,922207,641224,777861,59578,89002,4878,6028,33037,40607,813,1072,5950,7637,646244,784212,60923,91027,8423,10592,34832,42769,1529,2006,688334,844847,588664,706653,57420,86022,3712,4690,32647,40055,700,910,5191,6517,593009,712058,58473,87551,6850,8685,34256,41954,1359,1718,57146,77360,52560,71208,2158,2980,1166,1338,390,552,113,162,759,1120,53235,72154,2450,3476,1573,1907,576,815,170,288
R,7,2016,78,1582220,698298,883922,602217,746634,54558,85064,4515,5788,30647,38480,763,966,5598,6990,606916,752428,55833,86977,7859,9871,32335,40490,1402,1798,645588,810903,553590,679529,52690,82205,3518,4482,30284,37979,641,782,4865,5926,557651,684404,53677,83674,6474,8033,31795,39733,1202,1509,52710,73019,48627,67105,1868,2859,997,1306,363,501,122,184,733,1064,49265,68024,2156,3303,1385,1838,540,757,200,289
R,7,2016,79,1442793,629412,813381,542905,687136,48972,78148,3992,5096,27846,35600,702,872,4995,6529,547171,692592,50113,79890,6898,8893,29413,37494,1263,1664,581491,746087,498737,625139,47223,75599,3057,3917,27520,35094,602,729,4352,5609,502438,629787,48086,76948,5652,7248,28929,36777,1099,1434,47921,67294,44168,61997,1749,2549,935,1179,326,506,100,143,643,920,44733,62805,2027,2942,1246,1645,484,717,164,230
R,7,2016,80,1361006,586537,774469,506884,654548,45651,75063,3599,4802,25282,33267,604,771,4517,6018,510671,659535,46674,76728,6202,8356,26711,34976,1169,1432,542004,711009,465733,595985,44031,72719,2780,3703,24991,32830,523,651,3946,5121,469037,600197,44810,73995,5087,6790,26281,34332,1027,1244,44533,63460,41151,58563,1620,2344,819,1099,291,437,81,120,571,897,41634,59338,1864,2733,1115,1566,430,644,142,188
R,7,2016,81,1287119,545617,741502,473523,629320,41305,70257,3282,4489,22846,30992,562,708,4099,5736,476987,634060,42225,71768,5632,7830,24111,32668,1101,1380,504350,680903,435286,573390,39884,68023,2538,3414,22556,30562,489,589,3597,4925,438315,577429,40608,69190,4648,6361,23682,32045,971,1175,41267,60599,38237,55930,1421,2234,744,1075,290,430,73,119,502,811,38672,56631,1617,2578,984,1469,429,623,130,205
R,7,2016,82,1137480,476038,661442,413696,561594,35599,62556,2703,3784,19976,27733,513,648,3551,5127,416724,565911,36394,63936,4712,6726,21108,29282,942,1245,440418,608522,380647,512710,34430,60587,2054,2888,19745,27356,436,562,3106,4419,383288,516415,35046,61644,3841,5481,20759,28731,823,1088,35620,52920,33049,48884,1169,1969,649,896,231,377,77,86,445,708,33436,49496,1348,2292,871,1245,349,551,119,157
R,7,2016,83,1081719,444545,637174,388140,543032,32187,58529,2469,3573,18127,26788,436,575,3186,4677,390860,546925,32897,59758,4252,6284,19176,28153,809,1168,412796,588025,358699,497505,31088,56733,1927,2785,17903,26453,378,499,2801,4050,361079,500855,31645,57703,3520,5187,18849,27670,715,1035,31749,49149,29441,45527,1099,1796,542,788,224,335,58,76,385,627,29781,46070,1252,2055,732,1097,327,483,94,133
R,7,2016,84,1011602,408039,603563,358953,518725,27760,52739,2113,3234,15992,23944,387,517,2834,4404,361376,522420,28399,53921,3682,5764,16918,25194,762,1051,378566,557671,331460,476204,26858,51092,1604,2483,15793,23632,335,452,2516,3808,333605,479373,27373,52041,3004,4712,16642,24745,676,916,29473,45892,27493,42521,902,1647,509,751,199,312,52,65,318,596,27771,43047,1026,1880,678,1052,276,449,86,135
R,7,2016,85,941153,371697,569456,328785,492356,24017,47544,1798,2881,14215,22240,350,474,2532,3961,330946,495654,24579,48639,3214,5150,15054,23395,665,945,344567,526765,303463,452782,23191,46048,1346,2156,14065,21972,304,408,2198,3399,305334,455591,23622,46895,2589,4140,14817,22988,584,834,27130,42691,25322,39574,826,1496,452,725,150,268,46,66,334,562,25612,40063,957,1744,625,1010,237,407,81,111
R,7,2016,86,879267,338878,540389,299225,467001,22098,45272,1752,2718,13196,21238,326,457,2281,3703,301167,470092,22611,46258,3030,4852,13928,22323,609,890,313859,500198,275888,429608,21297,43930,1314,2068,13069,20986,291,388,2000,3218,277587,432283,21707,44695,2437,3967,13730,21955,545,776,25019,40191,23337,37393,801,1342,438,650,127,252,35,69,281,485,23580,37809,904,1563,593,885,198,368,64,114
R,7,2016,87,769396,289523,479873,256780,416574,18199,39420,1415,2131,10909,18102,264,402,1956,3244,258421,419271,18655,40324,2544,4001,11515,19013,511,795,268451,445492,237137,384630,17547,38212,1068,1605,10776,17888,231,348,1692,2809,238548,386943,17897,38938,2072,3257,11310,18697,444,701,21072,34381,19643,31944,652,1208,347,526,133,214,33,54,264,435,19873,32328,758,1386,472,744,205,316,67,94
R,7,2016,88,696802,254007,442795,225798,385987,15651,35383,1207,2002,9481,16138,196,329,1674,2956,227222,388444,16015,36182,2124,3695,10038,16984,415,716,235886,412189,208841,357575,15106,34302,910,1507,9389,15949,167,277,1473,2579,210089,359696,15403,34937,1724,3019,9897,16707,364,618,18121,30606,16957,28412,545,1081,297,495,92,189,29,52,201,377,17133,28748,612,1245,400,676,141,277,51,98
R,7,2016,89,613247,217061,396186,192704,345991,13558,31452,993,1798,8196,14121,159,272,1451,2552,193938,348143,13908,32142,1817,3273,8638,14833,322,575,201957,369846,178510,321561,13136,30492,782,1375,8119,13953,137,231,1273,2234,179590,323433,13415,31042,1512,2696,8518,14589,285,502,15104,26340,14194,24430,422,960,211,423,77,168,22,41,178,318,14348,24710,493,1100,305,577,120,244,37,73
R,7,2016,90,523624,178876,344748,158566,300909,11396,27659,813,1489,6811,12227,128,256,1162,2208,159549,302750,11679,28284,1469,2743,7170,12829,266,524,165998,321711,146545,279477,11007,26877,602,1137,6733,12074,110,220,1001,1926,147388,281077,11225,27378,1179,2256,7045,12609,230,462,12878,23037,12021,21432,389,782,211,352,78,153,18,36,161,282,12161,21673,454,906,290,487,125,220,36,62
R,7,2016,91,452319,148446,303873,131225,265701,9529,23980,707,1293,5888,10678,96,229,1001,1992,132066,267365,9767,24617,1254,2465,6213,11155,226,427,137876,284136,121337,247369,9228,23266,526,1005,5823,10539,80,201,882,1756,122077,248826,9419,23798,1016,2062,6114,10962,195,376,10570,19737,9888,18332,301,714,181,288,65,139,16,28,119,236,9989,18539,348,819,238,403,99,193,31,51
R,7,2016,92,374781,118811,255970,104876,224515,7665,19831,545,1084,4864,8836,93,178,768,1526,105528,225793,7867,20277,976,1969,5110,9249,175,355,110059,240101,96691,209803,7401,19257,406,819,4810,8728,80,155,671,1339,97262,210918,7561,19620,789,1607,5028,9097,150,314,8752,15869,8185,14712,264,574,139,265,54,108,13,23,97,187,8266,14875,306,657,187,362,82,152,25,41
R,7,2016,93,302044,93086,208958,81759,182816,6166,16567,462,838,4001,7320,62,139,636,1278,82292,183862,6334,16951,802,1588,4214,7641,146,293,85950,195947,75090,170672,5952,16114,342,654,3967,7248,51,123,548,1136,75547,171591,6084,16435,634,1336,4158,7533,122,266,7136,13011,6669,12144,214,453,120,184,34,72,11,16,88,142,6745,12271,250,516,168,252,56,108,24,27
