character,word,count,characterName
8,buy,46,bart simpson
8,week,25,bart simpson
8,line,27,bart simpson
8,party,49,bart simpson
8,bed,22,bart simpson
8,dollars,33,bart simpson
8,beer,21,bart simpson
8,beat,30,bart simpson
8,sweet,23,bart simpson
8,watching,23,bart simpson
8,awesome,43,bart simpson
8,start,29,bart simpson
8,clean,21,bart simpson
8,quick,21,bart simpson
8,year,28,bart simpson
8,bike,27,bart simpson
8,change,27,bart simpson
8,grow,23,bart simpson
8,full,32,bart simpson
8,phone,28,bart simpson
8,plan,21,bart simpson
8,box,21,bart simpson
8,lisas,35,bart simpson
8,spend,25,bart simpson
8,burns,27,bart simpson
8,smell,21,bart simpson
8,prank,21,bart simpson
8,girl,52,bart simpson
8,live,33,bart simpson
8,hmm,33,bart simpson
8,called,25,bart simpson
8,news,22,bart simpson
8,doin,24,bart simpson
8,means,26,bart simpson
8,itchy,35,bart simpson
8,scratchy,23,bart simpson
8,likes,26,bart simpson
8,suck,23,bart simpson
8,crap,26,bart simpson
8,ralph,40,bart simpson
8,lame,26,bart simpson
9,pony,25,lisa simpson
9,good,145,lisa simpson
9,year,34,lisa simpson
9,nice,51,lisa simpson
9,dad,1093,lisa simpson
9,ooh,42,lisa simpson
9,mom,633,lisa simpson
9,christmas,43,lisa simpson
9,money,59,lisa simpson
9,glad,25,lisa simpson
9,yay,28,lisa simpson
9,father,31,lisa simpson
9,hope,44,lisa simpson
9,mind,30,lisa simpson
9,dog,29,lisa simpson
9,love,123,lisa simpson
9,call,44,lisa simpson
9,poor,45,lisa simpson
9,yeah,138,lisa simpson
9,word,28,lisa simpson
9,bart,732,lisa simpson
9,supposed,34,lisa simpson
9,big,68,lisa simpson
9,test,40,lisa simpson
9,tomorrow,21,lisa simpson
9,care,40,lisa simpson
9,stupid,50,lisa simpson
9,hey,224,lisa simpson
9,barts,59,lisa simpson
9,job,26,lisa simpson
9,eat,51,lisa simpson
9,found,41,lisa simpson
9,wow,110,lisa simpson
9,happy,62,lisa simpson
9,sad,31,lisa simpson
9,truth,26,lisa simpson
9,doctor,22,lisa simpson
9,guess,82,lisa simpson
9,mine,24,lisa simpson
9,birthday,28,lisa simpson
9,teacher,21,lisa simpson
9,smart,28,lisa simpson
9,hard,42,lisa simpson
9,brother,50,lisa simpson
9,made,102,lisa simpson
9,forget,27,lisa simpson
9,thinking,29,lisa simpson
9,open,26,lisa simpson
9,give,95,lisa simpson
9,back,170,lisa simpson
9,friend,48,lisa simpson
9,nelson,44,lisa simpson
9,wanted,43,lisa simpson
9,place,57,lisa simpson
9,horrible,23,lisa simpson
9,grampa,69,lisa simpson
9,hell,30,lisa simpson
9,simpson,84,lisa simpson
9,remember,50,lisa simpson
9,put,58,lisa simpson
9,home,72,lisa simpson
9,bring,30,lisa simpson
9,family,81,lisa simpson
9,car,32,lisa simpson
9,day,87,lisa simpson
9,time,162,lisa simpson
9,kind,58,lisa simpson
9,understand,46,lisa simpson
9,point,32,lisa simpson
9,make,151,lisa simpson
9,sleep,30,lisa simpson
9,night,40,lisa simpson
9,world,77,lisa simpson
9,maggie,90,lisa simpson
9,girl,50,lisa simpson
9,playing,22,lisa simpson
9,work,52,lisa simpson
9,find,90,lisa simpson
9,sound,24,lisa simpson
9,beautiful,34,lisa simpson
9,called,39,lisa simpson
9,mother,22,lisa simpson
9,gave,30,lisa simpson
9,kid,22,lisa simpson
9,grade,21,lisa simpson
9,feel,96,lisa simpson
9,stay,23,lisa simpson
9,popular,21,lisa simpson
9,sir,25,lisa simpson
9,house,73,lisa simpson
9,win,29,lisa simpson
9,boys,22,lisa simpson
9,cat,21,lisa simpson
9,watch,31,lisa simpson
9,krusty,60,lisa simpson
9,gonna,220,lisa simpson
9,shes,67,lisa simpson
9,taking,29,lisa simpson
9,bed,24,lisa simpson
9,start,28,lisa simpson
9,tonight,29,lisa simpson
9,read,57,lisa simpson
9,kids,74,lisa simpson
9,stand,25,lisa simpson
9,dads,45,lisa simpson
9,coming,39,lisa simpson
9,thought,86,lisa simpson
9,people,162,lisa simpson
9,children,24,lisa simpson
9,sideshow,25,lisa simpson
9,bob,44,lisa simpson
9,brought,24,lisa simpson
9,kill,34,lisa simpson
9,face,27,lisa simpson
9,lot,57,lisa simpson
9,man,87,lisa simpson
9,heart,31,lisa simpson
9,wait,102,lisa simpson
9,minute,23,lisa simpson
9,left,38,lisa simpson
9,school,134,lisa simpson
9,bus,26,lisa simpson
9,boy,55,lisa simpson
9,hundred,27,lisa simpson
9,wanna,32,lisa simpson
9,heard,33,lisa simpson
9,god,85,lisa simpson
9,life,85,lisa simpson
9,end,32,lisa simpson
9,late,21,lisa simpson
9,story,38,lisa simpson
9,fine,58,lisa simpson
9,book,60,lisa simpson
9,quit,44,lisa simpson
9,lisa,84,lisa simpson
9,live,32,lisa simpson
9,lives,23,lisa simpson
9,guys,69,lisa simpson
9,stop,134,lisa simpson
9,worry,32,lisa simpson
9,learn,22,lisa simpson
9,burns,71,lisa simpson
9,long,52,lisa simpson
9,turn,23,lisa simpson
9,leave,26,lisa simpson
9,springfield,85,lisa simpson
9,wrong,77,lisa simpson
9,part,22,lisa simpson
9,fair,39,lisa simpson
9,ralph,49,lisa simpson
9,shut,21,lisa simpson
9,talking,28,lisa simpson
9,answer,22,lisa simpson
9,hear,40,lisa simpson
9,game,38,lisa simpson
9,cut,31,lisa simpson
9,great,103,lisa simpson
9,american,23,lisa simpson
9,forever,22,lisa simpson
9,things,56,lisa simpson
9,soul,29,lisa simpson
9,dear,26,lisa simpson
9,miss,58,lisa simpson
9,hate,25,lisa simpson
9,bad,65,lisa simpson
9,hurt,37,lisa simpson
9,talk,42,lisa simpson
9,making,39,lisa simpson
9,years,58,lisa simpson
9,lost,41,lisa simpson
9,excuse,39,lisa simpson
9,learned,24,lisa simpson
9,pretty,39,lisa simpson
9,free,26,lisa simpson
9,proud,25,lisa simpson
9,eating,27,lisa simpson
9,worse,27,lisa simpson
9,ride,27,lisa simpson
9,class,29,lisa simpson
9,music,41,lisa simpson
9,thing,120,lisa simpson
9,fun,52,lisa simpson
9,huh,56,lisa simpson
9,animals,31,lisa simpson
9,books,26,lisa simpson
9,buy,21,lisa simpson
9,college,29,lisa simpson
9,water,21,lisa simpson
9,perfect,29,lisa simpson
9,makes,24,lisa simpson
9,wonderful,30,lisa simpson
9,week,32,lisa simpson
9,run,26,lisa simpson
9,today,42,lisa simpson
9,ten,24,lisa simpson
9,set,23,lisa simpson
9,true,37,lisa simpson
9,means,34,lisa simpson
9,play,56,lisa simpson
9,listen,49,lisa simpson
9,dead,29,lisa simpson
9,bet,23,lisa simpson
9,town,42,lisa simpson
9,show,59,lisa simpson
9,real,57,lisa simpson
9,idea,35,lisa simpson
9,hmm,25,lisa simpson
9,told,35,lisa simpson
9,flanders,27,lisa simpson
9,change,31,lisa simpson
9,funny,25,lisa simpson
9,paper,25,lisa simpson
9,sweet,31,lisa simpson
9,cool,41,lisa simpson
9,stuff,24,lisa simpson
9,dream,25,lisa simpson
9,morning,21,lisa simpson
9,song,26,lisa simpson
9,easy,22,lisa simpson
9,room,48,lisa simpson
9,moe,27,lisa simpson
9,baby,46,lisa simpson
9,dollars,25,lisa simpson
9,hero,27,lisa simpson
9,malibu,30,lisa simpson
9,won,23,lisa simpson
9,special,21,lisa simpson
9,homer,26,lisa simpson
9,knew,31,lisa simpson
9,write,32,lisa simpson
9,jazz,25,lisa simpson
9,skinner,44,lisa simpson
9,gotta,50,lisa simpson
9,head,30,lisa simpson
9,milhouse,82,lisa simpson
9,happened,48,lisa simpson
9,save,29,lisa simpson
9,president,24,lisa simpson
9,girls,29,lisa simpson
9,movie,29,lisa simpson
9,side,25,lisa simpson
9,power,25,lisa simpson
9,check,22,lisa simpson
9,sick,23,lisa simpson
9,principal,33,lisa simpson
9,stacy,21,lisa simpson
9,science,28,lisa simpson
9,food,33,lisa simpson
9,mad,24,lisa simpson
9,started,23,lisa simpson
9,friends,51,lisa simpson
9,person,30,lisa simpson
9,moms,23,lisa simpson
9,hair,21,lisa simpson
9,willie,26,lisa simpson
9,party,21,lisa simpson
9,secret,22,lisa simpson
9,anymore,23,lisa simpson
9,future,21,lisa simpson
9,pick,21,lisa simpson
9,full,22,lisa simpson
11,son,25,ned flanders
11,hey,69,ned flanders
11,simpson,49,ned flanders
11,neighbor,33,ned flanders
11,huh,21,ned flanders
11,big,24,ned flanders
11,flanders,32,ned flanders
11,put,31,ned flanders
11,kids,33,ned flanders
11,things,21,ned flanders
11,reverend,29,ned flanders
11,homer,242,ned flanders
11,man,36,ned flanders
11,house,26,ned flanders
11,love,22,ned flanders
11,give,32,ned flanders
11,make,35,ned flanders
11,good,52,ned flanders
11,sir,38,ned flanders
11,yeah,24,ned flanders
11,back,50,ned flanders
11,thing,21,ned flanders
11,maude,39,ned flanders
11,god,35,ned flanders
11,bible,25,ned flanders
11,gonna,54,ned flanders
11,marge,43,ned flanders
11,lord,51,ned flanders
11,call,25,ned flanders
11,thought,21,ned flanders
11,nice,22,ned flanders
11,guess,37,ned flanders
11,boys,53,ned flanders
11,ned,25,ned flanders
11,time,38,ned flanders
11,church,22,ned flanders
11,rod,23,ned flanders
11,people,28,ned flanders
17,homer,260,moe szyslak
17,beer,35,moe szyslak
17,day,30,moe szyslak
17,moes,32,moe szyslak
17,check,30,moe szyslak
17,hey,296,moe szyslak
17,wait,55,moe szyslak
17,minute,24,moe szyslak
17,listen,28,moe szyslak
17,gonna,106,moe szyslak
17,back,91,moe szyslak
17,yeah,241,moe szyslak
17,moe,84,moe szyslak
17,guys,59,moe szyslak
17,drink,27,moe szyslak
17,put,30,moe szyslak
17,night,25,moe szyslak
17,call,36,moe szyslak
17,outta,21,moe szyslak
17,marge,40,moe szyslak
17,bar,64,moe szyslak
17,barney,23,moe szyslak
17,people,36,moe szyslak
17,happy,23,moe szyslak
17,wanna,40,moe szyslak
17,made,26,moe szyslak
17,face,28,moe szyslak
17,bad,21,moe szyslak
17,time,49,moe szyslak
17,guy,41,moe szyslak
17,house,23,moe szyslak
17,money,32,moe szyslak
17,man,44,moe szyslak
17,boy,33,moe szyslak
17,nice,29,moe szyslak
17,life,26,moe szyslak
17,big,30,moe szyslak
17,love,44,moe szyslak
17,make,54,moe szyslak
17,whoa,59,moe szyslak
17,things,25,moe szyslak
17,great,37,moe szyslak
17,kid,26,moe szyslak
17,good,86,moe szyslak
17,huh,63,moe szyslak
17,give,33,moe szyslak
17,show,21,moe szyslak
17,thought,21,moe szyslak
17,nothin,35,moe szyslak
17,place,28,moe szyslak
17,god,41,moe szyslak
17,gotta,70,moe szyslak
17,nah,25,moe szyslak
17,geez,24,moe szyslak
17,doin,32,moe szyslak
17,thing,49,moe szyslak
17,ooh,23,moe szyslak
17,world,21,moe szyslak
17,guess,21,moe szyslak
17,goin,25,moe szyslak
17,lot,25,moe szyslak
25,yeah,42,milhouse van houten
25,bart,234,milhouse van houten
25,gonna,44,milhouse van houten
25,make,22,milhouse van houten
25,wow,22,milhouse van houten
25,hey,89,milhouse van houten
25,mom,36,milhouse van houten
25,milhouse,25,milhouse van houten
25,dad,43,milhouse van houten
25,time,31,milhouse van houten
25,boy,27,milhouse van houten
25,cool,33,milhouse van houten
25,back,33,milhouse van houten
25,love,26,milhouse van houten
25,lisa,66,milhouse van houten
